# Swift-BAT daily average light curve for GX 3+1                        
# Generated Sun Jul 15 08:50:44 UTC 2018
#
#     TIME           RATE          ERROR      YEAR          DAY     STAT_ERR        SYS_ERR   DATA_FLAG   TIMEDEL_EXPO     TIMEDEL_CODED  TIMEDEL_DITHERED
#       d        count/cm^2/s   count/cm^2/s   yr            d    count/cm^2/s   count/cm^2/s                s              s              s
      53797       0.00375707     0.00099938   2006          62     0.00080544     0.00013150      0   10560.00000000  9149.56250000  8840.00000000
      53798       0.00671981     0.00081585   2006          63     0.00063513     0.00023519      0   19232.00000000 15640.06250000 18056.00000000
      53799       0.00359551     0.00078165   2006          64     0.00062720     0.00012584      0   20512.00000000 16617.37500000 18128.00000000
      53800       0.00597499     0.00105893   2006          65     0.00084397     0.00020912      0   13224.00000000  8671.59375000 11752.00000000
      53801       0.00499585     0.00103959   2006          66     0.00083315     0.00017485      0   10392.00000000  8532.93750000 10392.00000000
      53802       0.00582788     0.00127170   2006          67     0.00102051     0.00020398      0    6568.00000000  5125.21875000  5608.00000000
      53803       0.00344316     0.00090052   2006          68     0.00072554     0.00012051      0   13000.00000000 11236.06250000 11368.00000000
      53804       0.00218817     0.00118816   2006          69     0.00096398     0.00007659      0    7432.00000000  6275.71875000  6376.00000000
      53805       0.00452588     0.00184242   2006          70     0.00149236     0.00015841      0    3328.00000000  2770.93750000  3328.00000000
      53806       0.00310383     0.00129409   2006          71     0.00104839     0.00010863      0    4704.00000000  4685.50000000  4704.00000000
      53807       0.00581948     0.00256156   2006          72     0.00207597     0.00020368      0    2688.00000000  1812.28125000  1192.00000000
      53808       0.00526291     0.00093420   2006          73     0.00074460     0.00018420      0   15776.00000000 11485.84375000 11616.00000000
      53809       0.00535534     0.00084494   2006          74     0.00066983     0.00018744      0   13944.00000000 12976.62500000 11704.00000000
      53810       0.00716626     0.00089178   2006          75     0.00069576     0.00025082      0   13968.00000000 12810.06250000 12816.00000000
      53811       0.00503463     0.00095869   2006          76     0.00076614     0.00017621      0   11632.00000000 11048.25000000  4216.00000000
      53812       0.00606766     0.00097662   2006          77     0.00077500     0.00021237      0   12896.00000000 12550.31250000  1584.00000000
      53813       0.00586563     0.00201716   2006          78     0.00163145     0.00020530      0    5960.00000000  2781.93750000  4984.00000000
      53814       0.00292513     0.00121455   2006          79     0.00098392     0.00010238      0    7976.00000000  7709.68750000  5016.00000000
      53815       0.00379061     0.00089886   2006          80     0.00072278     0.00013267      0   14064.00000000 13646.18750000  4960.00000000
      53816       0.00483346     0.00085889   2006          81     0.00068460     0.00016917      0   15272.00000000 13114.75000000  2880.00000000
      53817       0.00360422     0.00108229   2006          82     0.00087392     0.00012615      0    8496.00000000  7327.62500000  8496.00000000
      53818       0.00416178     0.00070717   2006          83     0.00056260     0.00014566      0   20728.00000000 19459.87500000 20216.00000000
      53819       0.00387825     0.00066791   2006          84     0.00053169     0.00013574      0   23944.00000000 20846.93750000 19808.00000000
      53820       0.00516217     0.00127947   2006          85     0.00102979     0.00018068      0   24936.00000000  7537.96875000  3184.00000000
      53821       0.00512485     0.00115842   2006          86     0.00093045     0.00017937      0   21488.00000000  8287.15625000  3568.00000000
      53822       0.00224281     0.00083019   2006          87     0.00067192     0.00007850      0   20224.00000000 12760.34375000 18448.00000000
      53823       0.00576157     0.00177048   2006          88     0.00143005     0.00020166      0    6976.00000000  3192.62500000  6152.00000000
      53824       0.00294566     0.00111911   2006          89     0.00090597     0.00010310      0   17888.00000000  8748.18750000 17888.00000000
      53825       0.00654298     0.00178937   2006          90     0.00144281     0.00022900      0    8312.00000000  3414.53125000  7384.00000000
      53826       0.00689718     0.00159338   2006          91     0.00128048     0.00024140      0   10120.00000000  4425.56250000 10120.00000000
      53827       0.00385508     0.00138714   2006          92     0.00112241     0.00013493      0   13000.00000000  5502.37500000 11920.00000000
      53828       0.00335643     0.00179200   2006          93     0.00145378     0.00011748      0    9416.00000000  3996.90625000  4160.00000000
      53829       0.00295367     0.00083452   2006          94     0.00067325     0.00010338      0   25984.00000000 14596.37500000 25184.00000000
      53830       0.00407780     0.00080580   2006          95     0.00064476     0.00014272      0   28312.00000000 15842.18750000 27304.00000000
      53831       0.00619969     0.00079359   2006          96     0.00062061     0.00021699      0   18336.00000000 17358.81250000 17120.00000000
      53832       0.00506170     0.00069575   2006          97     0.00054701     0.00017716      0   25024.00000000 18984.75000000 24064.00000000
      53833       0.00494869     0.00067289   2006          98     0.00052863     0.00017320      0   26688.00000000 19532.06250000 25760.00000000
      53834       0.00530624     0.00073111   2006          99     0.00057490     0.00018572      0   25000.00000000 17972.96875000 24112.00000000
      53835       0.00570205     0.00074827   2006         100     0.00058631     0.00019957      0   26216.00000000 19172.12500000 26216.00000000
      53836       0.00370523     0.00082960   2006         101     0.00066618     0.00012968      0   27136.00000000 12490.15625000 25272.00000000
      53837       0.00486682     0.00130827   2006         102     0.00105458     0.00017034      0   15624.00000000  5879.87500000 14040.00000000
      53838       0.00004957     0.00250140   2006         103     0.00203366     0.00000173      0    4944.00000000  1408.68750000  4944.00000000
      53839       0.00209520     0.00141254   2006         104     0.00114686     0.00007333      0   28432.00000000  4812.17968750  1584.00000000
      53840       0.00440549     0.00105564   2006         105     0.00084904     0.00015419      0   14192.00000000  6676.02343750 11432.00000000
      53841       0.00382583     0.00108490   2006         106     0.00087529     0.00013390      0    7048.00000000  5462.07812500  5928.00000000
      53842       0.00206458     0.00191278   2006         107     0.00155399     0.00007226      0    1928.00000000  1848.25000000  1928.00000000
      53843       0.00369812     0.00134531   2006         108     0.00108867     0.00012943      0    8120.00000000  4160.18750000  1064.00000000
      53844       0.00268876     0.00097600   2006         109     0.00078980     0.00009411      0   11912.00000000  7202.31250000  9528.00000000
      53845       0.00419900     0.00097756   2006         110     0.00078573     0.00014697      0   12440.00000000  8020.46875000  8680.00000000
      53846       0.00342166     0.00127753   2006         111     0.00103407     0.00011976      0    8808.00000000  4514.09375000  8808.00000000
      53847       0.00401977     0.00093476   2006         112     0.00075131     0.00014069      0   14080.00000000  8598.68750000 10376.00000000
      53848       0.00335779     0.00097327   2006         113     0.00078549     0.00011752      0   12744.00000000  7727.71875000  8976.00000000
      53849       0.00500539     0.00089582   2006         114     0.00071425     0.00017519      0   15776.00000000  9745.00000000 11992.00000000
      53850       0.00322074     0.00089247   2006         115     0.00071977     0.00011273      0   15968.00000000  8958.00000000 12424.00000000
      53851       0.00301365     0.00097104   2006         116     0.00078479     0.00010548      0   14664.00000000  8046.62500000 11864.00000000
      53852       0.00386562     0.00096070   2006         117     0.00077327     0.00013530      0   15848.00000000  7836.68750000 12008.00000000
      53853       0.00384934     0.00135896   2006         118     0.00109940     0.00013473      0    5464.00000000  3991.37500000  3296.00000000
      53854       0.00506549     0.00082913   2006         119     0.00065850     0.00017729      0   10312.00000000  8479.75000000  9312.00000000
      53855       0.00533929     0.00121773   2006         120     0.00097830     0.00018688      0    6304.00000000  5637.37500000  1744.00000000
      53856       0.00663209     0.00128380   2006         121     0.00102654     0.00023212      0    4744.00000000  3747.75000000  4000.00000000
      53857       0.00553955     0.00264915   2006         122     0.00214801     0.00019388      0     960.00000000   892.50000000     0.00000000
      53859       0.00506255     0.00162325   2006         124     0.00131183     0.00017719      0    3136.00000000  2945.00000000     0.00000000
      53860       0.00455152     0.00216824   2006         125     0.00175803     0.00015930      0    1192.00000000  1134.06250000   392.00000000
      53861       0.00392344     0.00433009   2006         126     0.00351863     0.00013732      0     400.00000000   325.00000000   400.00000000
      53863       0.00485184     0.00168563   2006         128     0.00136346     0.00016981      0    2440.00000000  2309.37500000     0.00000000
      53864       0.00543423     0.00168451   2006         129     0.00136076     0.00019020      0    2784.00000000  2661.93750000  2784.00000000
      53865       0.00484332     0.00151772   2006         130     0.00122620     0.00016952      0    2568.00000000  2436.68750000     0.00000000
      53866       0.00555742     0.00159176   2006         131     0.00128442     0.00019451      0    4032.00000000  3281.25000000  2976.00000000
      53867       0.00319415     0.00268869   2006         132     0.00218404     0.00011180      0    1024.00000000  1040.00000000     0.00000000
      53868       0.00559738     0.00197785   2006         133     0.00160010     0.00019591      0    1624.00000000  1613.37500000   768.00000000
      53869       0.00326690     0.00155581   2006         134     0.00126146     0.00011434      0    4008.00000000  2985.06250000  2144.00000000
      53870      -0.00311253     0.00980456   2006         135     0.00797070    -0.00010894      3     128.00000000    59.50000000   128.00000000
      53871       0.00913039     0.00878021   2006         136     0.00713365     0.00031956      0     704.00000000   115.50000000   704.00000000
      53872       0.00240142     0.00159429   2006         137     0.00129437     0.00008405      0    2976.00000000  2746.25000000     0.00000000
      53873       0.00310463     0.00162089   2006         138     0.00131483     0.00010866      0    4560.00000000  2287.32812500  2936.00000000
      53874       0.00183515     0.00255895   2006         139     0.00207979     0.00006423      0     920.00000000   934.37500000     0.00000000
      53875       0.00533633     0.00151543   2006         140     0.00122266     0.00018677      0    5984.00000000  2714.75781250  5592.00000000
      53876       0.00440993     0.00173680   2006         141     0.00140644     0.00015435      0    2688.00000000  2409.75000000     0.00000000
      53878       0.00358114     0.00173997   2006         143     0.00141093     0.00012534      0    1912.00000000  1875.37500000  1216.00000000
      53879       0.00488440     0.00200543   2006         144     0.00162450     0.00017095      0    2024.00000000  1785.62500000     0.00000000
      53881       0.00267976     0.00264704   2006         146     0.00215072     0.00009379      0    1112.00000000   833.07812500     0.00000000
      53883       0.00393146     0.00458310   2006         148     0.00372442     0.00013760      0    3792.00000000   441.64843750  3792.00000000
      53886       0.00321206     0.00261595   2006         151     0.00212482     0.00011242      0    1088.00000000   790.50000000     0.00000000
      53887       0.00341721     0.00266815   2006         152     0.00216705     0.00011960      0     816.00000000   828.75000000     0.00000000
      53888       0.00569134     0.00159967   2006         153     0.00129042     0.00019920      0    3000.00000000  2824.87500000   384.00000000
      53889       0.00657065     0.00201343   2006         154     0.00162622     0.00022997      0    1784.00000000  1811.87500000     0.00000000
      53890       0.00533201     0.00064339   2006         155     0.00050059     0.00018662      0   18336.00000000 17493.87500000  2496.00000000
      53891       0.00328167     0.00102027   2006         156     0.00082421     0.00011486      0    5592.00000000  5679.37500000     0.00000000
      53892       0.00557249     0.00086967   2006         157     0.00068904     0.00019504      0    8808.00000000  8934.87500000  8808.00000000
      53893       0.00333595     0.00079473   2006         158     0.00063911     0.00011676      0   10856.00000000 10885.62500000 10856.00000000
      53894       0.00348895     0.00080559   2006         159     0.00064738     0.00012211      0   10128.00000000 10270.00000000 10128.00000000
      53895       0.00527396     0.00084198   2006         160     0.00066788     0.00018459      0    9320.00000000  9413.00000000  9320.00000000
      53896       0.00534905     0.00124384   2006         161     0.00099973     0.00018722      0    5360.00000000  4568.50000000  5360.00000000
      53897       0.00259382     0.00133052   2006         162     0.00107920     0.00009078      0    7960.00000000  4318.84375000  4384.00000000
      53898       0.00642439     0.00153974   2006         163     0.00123840     0.00022485      0    8392.00000000  3843.31250000  8392.00000000
      53899       0.00522818     0.00098336   2006         164     0.00078552     0.00018299      0   13408.00000000  8168.28125000 13408.00000000
      53900       0.00399112     0.00074933   2006         165     0.00059854     0.00013969      0   16016.00000000 13106.85937500 16016.00000000
      53901       0.00596734     0.00080602   2006         166     0.00063292     0.00020886      0   13112.00000000 13284.12500000     0.00000000
      53902       0.00260478     0.00112716   2006         167     0.00091339     0.00009117      0    6312.00000000  6044.87500000  6312.00000000
      53903       0.00358549     0.00096062   2006         168     0.00077430     0.00012549      0    9056.00000000  8621.15625000  9056.00000000
      53904       0.00352592     0.00115296   2006         169     0.00093198     0.00012341      0    7264.00000000  6128.25000000  5312.00000000
      53905       0.00438583     0.00097851   2006         170     0.00078568     0.00015350      0    8840.00000000  8936.75000000  8840.00000000
      53906       0.00459575     0.00152814   2006         171     0.00123549     0.00016085      0    3392.00000000  3337.30468464  3392.00000000
      53907       0.00905552     0.00338600   2006         172     0.00274076     0.00031694      0     760.00000000   771.87500000   760.00000000
      53908       0.00663109     0.00273391   2006         173     0.00221466     0.00023209      0     936.00000000   950.62500000   936.00000000
      53909       0.00759721     0.00215371   2006         174     0.00173759     0.00026590      0    1664.00000000  1690.00000000  1664.00000000
      53910       0.00382306     0.00345732   2006         175     0.00280873     0.00013381      0     960.00000000   626.75000000   960.00000000
      53911       0.00717493     0.00167421   2006         176     0.00134575     0.00025112      0    6568.00000000  3319.73437500  6568.00000000
      53912       0.00473099     0.00240739   2006         177     0.00195259     0.00016558      0    1248.00000000  1267.50000000  1248.00000000
      53913       0.00493782     0.00127730   2006         178     0.00102891     0.00017282      0    6352.00000000  5676.25000000  2096.00000000
      53914       0.00597300     0.00213727   2006         179     0.00172929     0.00020906      0    1536.00000000  1544.76562500  1536.00000000
      53915       0.00842932     0.00238688   2006         180     0.00192567     0.00029503      0    1384.00000000  1405.62500000  1384.00000000
      53916       0.00416874     0.00221652   2006         181     0.00179814     0.00014591      0    1344.00000000  1365.00000000  1344.00000000
      53917       0.00556508     0.00185374   2006         182     0.00149876     0.00019478      0    2200.00000000  1847.37500000  2200.00000000
      53918       0.00260309     0.00172870   2006         183     0.00140349     0.00009111      0    2096.00000000  2096.31250000  2096.00000000
      53919       0.00543598     0.00223667   2006         184     0.00181184     0.00019026      0    1240.00000000  1259.37500000  1240.00000000
      53920       0.00834651     0.00248640   2006         185     0.00200746     0.00029213      0    1088.00000000  1105.00000000  1088.00000000
      53921       0.00626156     0.00236517   2006         186     0.00191463     0.00021915      0    1160.00000000  1178.12500000     0.00000000
      53922       0.00737408     0.00237811   2006         187     0.00192200     0.00025809      0    1184.00000000  1146.12500000  1184.00000000
      53923       0.00783528     0.00281074   2006         188     0.00227425     0.00027423      0     768.00000000   780.00000000   768.00000000
      53924       0.00199184     0.00155520   2006         189     0.00126312     0.00006971      0    3656.00000000  3217.25000000   848.00000000
      53926       0.00933308     0.00577127   2006         191     0.00468457     0.00032666      0     400.00000000   253.12500000   400.00000000
      53927       0.00576517     0.00452791   2006         192     0.00367757     0.00020178      0     960.00000000   353.18750000    64.00000000
      53928       0.00888831     0.00261181   2006         193     0.00210831     0.00031109      0    1000.00000000  1015.62500000  1000.00000000
      53929       0.00645993     0.00354512   2006         194     0.00287635     0.00022610      0     640.00000000   472.25000000   640.00000000
      53930       0.00387338     0.00203768   2006         195     0.00165298     0.00013557      0    2560.00000000  2413.00000000   384.00000000
      53931       0.00553442     0.00224695   2006         196     0.00181998     0.00019370      0    1960.00000000  1341.21875000  1960.00000000
      53932       0.00519377     0.00211404   2006         197     0.00171236     0.00018178      0    1528.00000000  1426.25000000  1528.00000000
      53933       0.00475640     0.00232091   2006         198     0.00188206     0.00016647      0    1832.00000000  1237.62500000  1832.00000000
      53934       0.00608350     0.00269720   2006         199     0.00218601     0.00021292      0     800.00000000   812.50000000   800.00000000
      53936       0.00758857     0.00242994   2006         201     0.00196373     0.00026560      0    1848.00000000  1190.62500000  1848.00000000
      53937       0.00719099     0.00369282   2006         202     0.00299531     0.00025168      0     656.00000000   666.25000000   656.00000000
      53938       0.00524700     0.00120947   2006         203     0.00097190     0.00018364      0    5672.00000000  5295.06250000  1088.00000000
      53939       0.00752288     0.00155958   2006         204     0.00124975     0.00026330      0    3432.00000000  3000.93750000  3432.00000000
      53940       0.00686615     0.01862302   2006         205     0.01513940     0.00024032      3     160.00000000    22.81250000   160.00000000
      53941       0.00782178     0.00252689   2006         206     0.00204229     0.00027376      0    3000.00000000  1066.23437500  3000.00000000
      53942       0.00295217     0.00257532   2006         207     0.00209207     0.00010333      0     768.00000000   780.00000000   768.00000000
      53943       0.00604087     0.00259454   2006         208     0.00210237     0.00021143      0    2584.00000000  1151.68750000  2584.00000000
      53944       0.00894137     0.00401332   2006         209     0.00325293     0.00031295      0     320.00000000   325.00000000   320.00000000
      53945       0.00423817     0.00249397   2006         210     0.00202403     0.00014834      0     832.00000000   845.00000000   832.00000000
      53946       0.00480821     0.00314002   2006         211     0.00254919     0.00016829      0     768.00000000   620.00000000   768.00000000
      53947       0.00735761     0.00204298   2006         212     0.00164771     0.00025752      0    1976.00000000  1758.87500000   984.00000000
      53948       0.00397029     0.00203048   2006         213     0.00164693     0.00013896      0   10544.00000000  2032.53125000 10544.00000000
      53949       0.00495330     0.00144779   2006         214     0.00116860     0.00017337      0    2848.00000000  2818.73435974  2848.00000000
      53950       0.00543220     0.00135890   2006         215     0.00109393     0.00019013      0    9936.00000000  3991.21873772  8992.00000000
      53951       0.00445972     0.00146977   2006         216     0.00118818     0.00015609      0   11048.00000000  3897.75672758 10080.00000000
      53952       0.00918991     0.01084734   2006         217     0.00881510     0.00032165      0     128.00000000    51.00000000   128.00000000
      53953       0.00404560     0.00299256   2006         218     0.00243025     0.00014160      0     616.00000000   596.75000000     0.00000000
      53954       0.00867657     0.00190137   2006         219     0.00152599     0.00030368      0    4240.00000000  3053.60156250  1632.00000000
      53955       0.00552421     0.00442175   2006         220     0.00359148     0.00019335      0     456.00000000   331.31250000   456.00000000
      53956       0.00337070     0.00220536   2006         221     0.00179041     0.00011797      0    1216.00000000  1235.00000000  1216.00000000
      53957       0.00713701     0.00071021
